"Subject_Id"|"Activity_Id"|"acclmtr_time_domain_body_signal_x_axis_mean"|"acclmtr_time_domain_body_signal_y_axis_mean"|"acclmtr_time_domain_body_signal_z_axis_mean"|"acclmtr_time_domain_body_signal_x_axis_stddev"|"acclmtr_time_domain_body_signal_y_axis_stddev"|"acclmtr_time_domain_body_signal_z_axis_stddev"|"acclmtr_time_domain_gravity_signal_x_axis_mean"|"acclmtr_time_domain_gravity_signal_y_axis_mean"|"acclmtr_time_domain_gravity_signal_z_axis_mean"|"acclmtr_time_domain_gravity_signal_x_axis_stddev"|"acclmtr_time_domain_gravity_signal_y_axis_stddev"|"acclmtr_time_domain_gravity_signal_z_axis_stddev"|"acclmtr_time_domain_jerk_signal_x_axis_mean"|"acclmtr_time_domain_jerk_signal_y_axis_mean"|"acclmtr_time_domain_jerk_signal_z_axis_mean"|"acclmtr_time_domain_jerk_signal_x_axis_stddev"|"acclmtr_time_domain_jerk_signal_y_axis_stddev"|"acclmtr_time_domain_jerk_signal_z_axis_stddev"|"gyroscope_time_domain_body_signal_x_axis_mean"|"gyroscope_time_domain_body_signal_y_axis_mean"|"gyroscope_time_domain_body_signal_z_axis_mean"|"gyroscope_time_domain_body_signal_x_axis_stddev"|"gyroscope_time_domain_body_signal_y_axis_stddev"|"gyroscope_time_domain_body_signal_z_axis_stddev"|"gyroscope_time_domain_jerk_signal_x_axis_mean"|"gyroscope_time_domain_jerk_signal_y_axis_mean"|"gyroscope_time_domain_jerk_signal_z_axis_mean"|"gyroscope_time_domain_jerk_signal_x_axis_stddev"|"gyroscope_time_domain_jerk_signal_y_axis_stddev"|"gyroscope_time_domain_jerk_signal_z_axis_stddev"|"acclmtr_time_domain_body_signal_magnitude_mean"|"acclmtr_time_domain_body_signal_magnitude_stddev"|"acclmtr_time_domain_gravity_signal_magnitude_mean"|"acclmtr_time_domain_gravity_signal_magnitude_stddev"|"acclmtr_time_domain_jerk_signal_magnitude_mean"|"acclmtr_time_domain_jerk_signal_magnitude_stddev"|"gyroscope_time_domain_body_signal_magnitude_mean"|"gyroscope_time_domain_body_signal_magnitude_stddev"|"gyroscope_time_domain_jerk_signal_magnitude_mean"|"gyroscope_time_domain_jerk_signal_magnitude_stddev"|"acclmtr_frqncy_domain_body_signal_x_axis_mean"|"acclmtr_frqncy_domain_body_signal_y_axis_mean"|"acclmtr_frqncy_domain_body_signal_z_axis_mean"|"acclmtr_frqncy_domain_body_signal_x_axis_stddev"|"acclmtr_frqncy_domain_body_signal_y_axis_stddev"|"acclmtr_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_x_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_y_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_z_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_x_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_y_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_z_axis_stddev"|"gyroscope_frqncy_domain_body_signal_x_axis_mean"|"gyroscope_frqncy_domain_body_signal_y_axis_mean"|"gyroscope_frqncy_domain_body_signal_z_axis_mean"|"gyroscope_frqncy_domain_body_signal_x_axis_stddev"|"gyroscope_frqncy_domain_body_signal_y_axis_stddev"|"gyroscope_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_body_signal_magnitude_mean"|"acclmtr_frqncy_domain_body_signal_magnitude_stddev"|"acclmtr_frqncy_domain_jerk_signal_magnitude_mean"|"acclmtr_frqncy_domain_jerk_signal_magnitude_stddev"|"gyroscope_frqncy_domain_body_signal_magnitude_mean"|"gyroscope_frqncy_domain_body_signal_magnitude_stddev"|"gyroscope_frqncy_domain_jerk_signal_magnitude_mean"|"gyroscope_frqncy_domain_jerk_signal_magnitude_stddev"
"26"|5|"SITTING"|0.27369|-0.0099008|-0.10854|-0.98095|-0.90434|-0.92609|0.88073|0.16845|0.14301|-0.98314|-0.93994|-0.94501|0.074958|-0.0027877|0.0033861|-0.9752|-0.95279|-0.97344|-0.042236|-0.083548|0.082393|-0.96623|-0.95006|-0.94064|-0.088975|-0.04547|-0.048771|-0.96604|-0.97543|-0.96488|-0.93798|-0.92094|-0.93798|-0.92094|-0.96932|-0.96576|-0.9343|-0.93141|-0.97385|-0.97039|-0.97745|-0.92143|-0.94606|-0.98259|-0.90229|-0.92184|-0.97602|-0.95424|-0.9695|-0.97653|-0.95446|-0.97602|-0.95712|-0.95546|-0.938|-0.96939|-0.94757|-0.94735|-0.93629|-0.92567|-0.96444|-0.96655|-0.94476|-0.93475|-0.9716|-0.97068
"27"|5|"STANDING"|0.28254|-0.0070042|-0.10217|-0.96859|-0.86944|-0.86933|0.96019|-0.03871|0.13864|-0.97409|-0.93197|-0.91461|0.072519|-0.0022199|-0.012281|-0.96265|-0.93122|-0.96383|-0.032271|-0.050988|0.069095|-0.9104|-0.93374|-0.90747|-0.092225|-0.039911|-0.042222|-0.94193|-0.96118|-0.94476|-0.9061|-0.87977|-0.9061|-0.87977|-0.95686|-0.94296|-0.90067|-0.86704|-0.95841|-0.94797|-0.9645|-0.8908|-0.91508|-0.97067|-0.86793|-0.85823|-0.96306|-0.93137|-0.95844|-0.96578|-0.9362|-0.96807|-0.90966|-0.93937|-0.90719|-0.91278|-0.93186|-0.91679|-0.90464|-0.88675|-0.94183|-0.9436|-0.90454|-0.86891|-0.95229|-0.9462
"28"|5|"WALKING"|0.27784|-0.017285|-0.10774|-0.2941|0.076748|-0.45702|0.97262|-0.10044|0.0024762|-0.97935|-0.96159|-0.96458|0.084589|-0.016319|8.3216e-05|-0.30289|-0.09104|-0.6129|-0.048892|-0.069014|0.081544|-0.49088|-0.50462|-0.3187|-0.088841|-0.044956|-0.048268|-0.35768|-0.57144|-0.15768|-0.15834|-0.37718|-0.15834|-0.37718|-0.28833|-0.28224|-0.35593|-0.49218|-0.44453|-0.4892|-0.28778|0.0094604|-0.49025|-0.29752|0.042603|-0.48306|-0.34495|-0.18106|-0.5905|-0.32139|-0.054521|-0.63343|-0.37267|-0.51395|-0.21313|-0.52939|-0.50268|-0.42037|-0.30499|-0.51964|-0.26948|-0.30569|-0.48426|-0.58974|-0.54805|-0.45567
"29"|5|"WALKING_DOWNSTAIRS"|0.29354|-0.0085011|-0.10032|0.27505|0.090763|-0.32589|0.95665|-0.060758|0.021678|-0.95049|-0.91236|-0.92719|0.10965|0.013762|0.02134|0.032242|0.047361|-0.52265|-0.068295|-0.070781|0.080656|-0.46065|-0.40913|-0.22787|-0.11015|-0.07083|-0.039966|-0.4113|-0.51459|-0.034422|0.21114|0.20542|0.21114|0.20542|-0.063753|-0.029257|-0.21803|-0.36068|-0.3972|-0.4503|0.098432|0.079228|-0.37474|0.33655|0.026827|-0.3534|-0.036801|-0.056803|-0.49198|0.011056|0.090172|-0.55118|-0.29535|-0.38248|-0.034175|-0.51494|-0.43155|-0.37471|0.15574|0.042853|0.0091839|-0.089736|-0.34934|-0.48414|-0.4537|-0.48713
"30"|5|"WALKING_UPSTAIRS"|0.26846|-0.032527|-0.10747|-0.045724|0.18502|-0.30894|0.93682|-0.26594|-0.023204|-0.95358|-0.90051|-0.92142|0.079544|0.014013|-0.025591|-0.2239|-0.12503|-0.63837|0.039519|-0.1172|0.042444|-0.44334|-0.44035|-0.26545|-0.14303|-0.05599|-0.05349|-0.30525|-0.63182|-0.28215|0.043556|-0.13674|0.043556|-0.13674|-0.2474|-0.31019|-0.23552|-0.35469|-0.47349|-0.55799|-0.16149|0.07289|-0.45747|-0.0047382|0.16504|-0.28926|-0.28973|-0.19682|-0.60672|-0.22533|-0.10531|-0.66883|-0.26362|-0.51661|-0.1398|-0.50169|-0.40349|-0.38038|-0.16926|-0.25409|-0.26467|-0.37862|-0.39256|-0.44045|-0.57134|-0.57249
"31"|6|"LAYING"|0.24866|-0.010253|-0.13312|-0.93405|-0.92464|-0.92522|-0.47671|0.95659|0.17587|-0.88775|-0.95916|-0.92813|0.096348|-0.0011453|0.0032882|-0.96634|-0.93367|-0.95965|-0.0079605|-0.10722|0.1791|-0.95538|-0.94363|-0.93914|-0.11127|-0.04241|-0.071777|-0.93961|-0.95863|-0.95958|-0.91888|-0.89733|-0.91888|-0.89733|-0.95475|-0.95034|-0.90898|-0.92091|-0.95565|-0.95316|-0.93911|-0.92371|-0.93804|-0.93246|-0.92971|-0.924|-0.96707|-0.93604|-0.95443|-0.96862|-0.93572|-0.96357|-0.93544|-0.94177|-0.93264|-0.96216|-0.94537|-0.94714|-0.91235|-0.90537|-0.94866|-0.95155|-0.93015|-0.92869|-0.9537|-0.9555
"32"|6|"SITTING"|0.27678|-0.014591|-0.11013|-0.98016|-0.92368|-0.9258|0.93369|0.068263|0.069522|-0.98887|-0.96088|-0.95548|0.075472|2.5565e-06|0.0062373|-0.96993|-0.94514|-0.95857|-0.037244|-0.089908|0.085435|-0.95737|-0.94413|-0.93968|-0.093669|-0.033399|-0.04655|-0.94371|-0.96178|-0.95879|-0.94954|-0.93157|-0.94954|-0.93157|-0.96273|-0.94818|-0.9327|-0.92126|-0.96293|-0.95015|-0.97535|-0.92826|-0.9358|-0.98245|-0.92568|-0.92577|-0.97104|-0.94707|-0.9542|-0.97149|-0.94688|-0.96164|-0.93967|-0.94386|-0.93476|-0.96341|-0.9449|-0.94733|-0.93575|-0.93955|-0.94835|-0.9473|-0.92973|-0.92955|-0.95203|-0.9512
"33"|6|"STANDING"|0.28035|-0.018124|-0.11217|-0.98176|-0.92149|-0.92569|0.94514|-0.23025|0.013919|-0.98558|-0.96845|-0.9428|0.07307|0.0087188|-0.0048171|-0.97313|-0.94936|-0.96755|-0.028252|-0.058982|0.076739|-0.94756|-0.94249|-0.94778|-0.10329|-0.042883|-0.050643|-0.94642|-0.96242|-0.96276|-0.94502|-0.93931|-0.94502|-0.93931|-0.9671|-0.9561|-0.9394|-0.91589|-0.96341|-0.95254|-0.9771|-0.93034|-0.94286|-0.98407|-0.92145|-0.92207|-0.97348|-0.95141|-0.96374|-0.97524|-0.95068|-0.9699|-0.93161|-0.94327|-0.94324|-0.95282|-0.94254|-0.95446|-0.94595|-0.94456|-0.95591|-0.95538|-0.92666|-0.92311|-0.95543|-0.95209
"34"|6|"WALKING"|0.28366|-0.016895|-0.1103|-0.29654|0.16421|-0.50432|0.95807|-0.21469|0.033189|-0.97778|-0.96425|-0.95721|0.069959|-0.016483|-0.0073893|-0.13278|0.008089|-0.57578|-0.02551|-0.074446|0.083881|-0.44602|-0.3317|-0.38314|-0.087889|-0.036231|-0.05396|-0.1826|-0.41639|-0.16668|-0.16684|-0.26673|-0.16684|-0.26673|-0.19512|-0.070603|-0.28121|-0.3656|-0.32129|-0.36471|-0.18793|0.14078|-0.49852|-0.34523|0.1017|-0.55047|-0.15094|-0.075374|-0.54144|-0.19269|0.031445|-0.60862|-0.23965|-0.34138|-0.20358|-0.51532|-0.33201|-0.51221|-0.20139|-0.42168|-0.055401|-0.0965|-0.32968|-0.51065|-0.3665|-0.40808
"35"|6|"WALKING_DOWNSTAIRS"|0.27705|-0.019537|-0.10721|0.38368|0.36016|-0.3202|0.92853|-0.21405|-0.0030798|-0.95441|-0.93358|-0.93438|0.10368|0.0098769|-0.0093247|0.16527|0.27654|-0.33682|-0.096084|-0.034178|0.087001|-0.1983|-0.18923|-0.09408|-0.025645|-0.076809|-0.037223|0.039339|-0.19351|0.19321|0.33375|0.37361|0.33375|0.37361|0.10385|0.2095|0.014268|-0.042628|-0.082937|-0.11123|0.32831|0.33977|-0.2776|0.40337|0.28325|-0.40601|0.13655|0.1372|-0.28309|0.088652|0.34124|-0.38906|0.063372|-0.13033|0.15285|-0.28672|-0.23547|-0.27567|0.39596|0.14462|0.24383|0.15481|-0.014374|-0.24235|-0.13271|-0.14573
"36"|6|"WALKING_UPSTAIRS"|0.26823|-0.027243|-0.12208|-0.050135|0.18928|-0.35352|0.91363|-0.34073|-0.018461|-0.9594|-0.9129|-0.9062|0.072107|0.0037134|-0.0023782|-0.1803|-0.041399|-0.56083|-0.076741|-0.051898|0.066423|-0.32197|-0.3158|-0.1839|-0.065202|-0.045771|-0.05768|-0.18676|-0.48649|-0.17081|0.017779|-0.079151|0.017779|-0.079151|-0.20738|-0.16997|-0.12912|-0.19989|-0.3429|-0.44008|-0.13108|0.097804|-0.42725|-0.021134|0.15912|-0.36587|-0.24481|-0.12299|-0.54931|-0.18682|-0.016981|-0.57167|-0.11507|-0.32965|-0.046414|-0.39025|-0.31362|-0.31|-0.081948|-0.22216|-0.16987|-0.17773|-0.23063|-0.31817|-0.45924|-0.45594
"37"|7|"LAYING"|0.25018|-0.020441|-0.10136|-0.93651|-0.92626|-0.95298|-0.50281|0.39344|0.90754|-0.91422|-0.95554|-0.96191|0.09689|0.025062|-0.013165|-0.98098|-0.97309|-0.97298|-0.0028264|-0.13361|0.15592|-0.96013|-0.94507|-0.95529|-0.10594|-0.03589|-0.06719|-0.97384|-0.97648|-0.98887|-0.93639|-0.90704|-0.93639|-0.90704|-0.98013|-0.96731|-0.91579|-0.91866|-0.98301|-0.97121|-0.95342|-0.94219|-0.95861|-0.93112|-0.92292|-0.95338|-0.98039|-0.97253|-0.96952|-0.98356|-0.97589|-0.97507|-0.95368|-0.95757|-0.95691|-0.96235|-0.93973|-0.95888|-0.92798|-0.91054|-0.96807|-0.96536|-0.94113|-0.91889|-0.97412|-0.9694
"38"|7|"SITTING"|0.28467|-0.014611|-0.12246|-0.97267|-0.90945|-0.85653|0.96915|0.0060885|0.064964|-0.95708|-0.94544|-0.8686|0.066852|0.011686|0.0162|-0.98216|-0.96946|-0.97226|-0.049638|-0.033612|0.025948|-0.94187|-0.94412|-0.93702|-0.093816|-0.039644|-0.045457|-0.97437|-0.98102|-0.98095|-0.91843|-0.88196|-0.91843|-0.88196|-0.97656|-0.97024|-0.89787|-0.89806|-0.98167|-0.97621|-0.9727|-0.93149|-0.90468|-0.97288|-0.90463|-0.84408|-0.98204|-0.96942|-0.9685|-0.98403|-0.97181|-0.9747|-0.94363|-0.95668|-0.94742|-0.94273|-0.93824|-0.93983|-0.90896|-0.88692|-0.97095|-0.96849|-0.93308|-0.8958|-0.97863|-0.97497
"39"|7|"STANDING"|0.28272|-0.014574|-0.099778|-0.97931|-0.9234|-0.91706|0.95873|-0.11761|-0.051657|-0.98792|-0.96616|-0.93916|0.075192|0.006947|-0.010842|-0.9764|-0.96581|-0.97206|-0.029158|-0.077434|0.085105|-0.94525|-0.94965|-0.95163|-0.090154|-0.04128|-0.054539|-0.96598|-0.97684|-0.97817|-0.94272|-0.93359|-0.94272|-0.93359|-0.97338|-0.96857|-0.94343|-0.91844|-0.97738|-0.97211|-0.97668|-0.94188|-0.93855|-0.98054|-0.91912|-0.91236|-0.97632|-0.96717|-0.96823|-0.97873|-0.96685|-0.97453|-0.93812|-0.95755|-0.95717|-0.94789|-0.94582|-0.95434|-0.94561|-0.93729|-0.96742|-0.96909|-0.9387|-0.91985|-0.97367|-0.9719
"40"|7|"WALKING"|0.27559|-0.018654|-0.11091|-0.32724|-0.077262|0.15963|0.93257|-0.1591|-0.16085|-0.97985|-0.9694|-0.95216|0.090146|0.018432|-0.02104|-0.34603|-0.054745|-0.14949|0.0022884|-0.083711|0.06411|-0.50331|-0.2311|-0.39601|-0.12365|-0.044777|-0.049571|-0.21167|-0.17414|-0.4583|-0.097809|-0.19855|-0.097809|-0.19855|-0.19295|-0.027557|-0.30596|-0.19828|-0.30002|-0.09534|-0.34305|-0.064156|0.038583|-0.32203|-0.14372|0.13332|-0.38372|-0.12319|-0.10649|-0.36531|-0.043192|-0.19075|-0.3184|-0.15197|-0.36673|-0.56362|-0.29086|-0.46327|-0.15124|-0.35171|-0.038419|-0.022138|-0.19291|-0.34389|-0.15534|-0.084166
"41"|7|"WALKING_DOWNSTAIRS"|0.28031|-0.016633|-0.096938|0.066082|-0.13818|-0.06364|0.93062|-0.12987|-0.15494|-0.96488|-0.95268|-0.92876|0.096893|-0.019106|-0.016039|0.028503|-0.29628|-0.34711|-0.10541|-0.049717|0.11689|-0.40774|-0.29263|-0.40105|-0.059727|-0.03819|-0.078947|-0.51073|-0.29952|-0.4252|0.01988|0.21454|0.01988|0.21454|-0.17032|0.090184|-0.18874|-0.25975|-0.39923|-0.29478|0.044343|-0.1453|-0.13922|0.073011|-0.19019|-0.10012|-0.030523|-0.31624|-0.29649|-0.0042629|-0.32438|-0.39777|-0.3393|-0.21444|-0.2996|-0.43273|-0.35172|-0.49512|0.21891|0.021444|0.06739|0.10786|-0.25505|-0.39691|-0.2891|-0.35354
"42"|7|"WALKING_UPSTAIRS"|0.24871|-0.027564|-0.14377|-0.29487|-0.32616|-0.14567|0.81875|-0.24095|-0.4036|-0.93282|-0.93977|-0.88168|0.072465|-0.00081239|-7.452e-05|-0.41515|-0.5199|-0.60781|-0.13878|-0.0024716|0.13922|-0.36385|-0.573|-0.34898|-0.085664|-0.048222|-0.072452|-0.61681|-0.67124|-0.68218|-0.19807|-0.33474|-0.19807|-0.33474|-0.4587|-0.47127|-0.2391|-0.41814|-0.66197|-0.67643|-0.3362|-0.38159|-0.31746|-0.27987|-0.34103|-0.12491|-0.45465|-0.53708|-0.58176|-0.42697|-0.53419|-0.63192|-0.38389|-0.56792|-0.40815|-0.36864|-0.57996|-0.39306|-0.37862|-0.41531|-0.45478|-0.49744|-0.53398|-0.44499|-0.67333|-0.70409
"43"|8|"LAYING"|0.26125|-0.021228|-0.10225|-0.94304|-0.93489|-0.93249|-0.40593|0.58992|0.71983|-0.91887|-0.95799|-0.94184|0.087833|0.02333|-0.016922|-0.97325|-0.97652|-0.96609|0.0053536|-0.089137|0.13819|-0.9652|-0.95204|-0.96759|-0.10645|-0.038974|-0.069412|-0.96992|-0.97419|-0.9876|-0.93531|-0.91325|-0.93531|-0.91325|-0.97315|-0.96295|-0.92425|-0.93247|-0.97844|-0.96903|-0.95354|-0.95182|-0.94427|-0.94013|-0.93124|-0.93115|-0.97311|-0.97588|-0.96211|-0.97596|-0.97917|-0.9687|-0.9579|-0.95741|-0.96746|-0.96785|-0.95032|-0.97067|-0.93228|-0.91726|-0.96179|-0.96379|-0.94453|-0.93679|-0.9684|-0.97179
"44"|8|"SITTING"|0.26749|-0.0067255|-0.10446|-0.97903|-0.92733|-0.93955|0.83245|0.2401|0.2639|-0.96676|-0.93746|-0.93548|0.078671|-0.0065752|-0.010681|-0.98519|-0.98078|-0.98529|-0.05474|-0.095509|0.071605|-0.98452|-0.9715|-0.95962|-0.092315|-0.040267|-0.044573|-0.99326|-0.98888|-0.98524|-0.95214|-0.92994|-0.95214|-0.92994|-0.98606|-0.98067|-0.93268|-0.953|-0.99181|-0.98676|-0.98114|-0.94422|-0.95944|-0.97826|-0.92383|-0.93389|-0.98498|-0.98022|-0.983|-0.98691|-0.98304|-0.98619|-0.9822|-0.97659|-0.9618|-0.98534|-0.96892|-0.96263|-0.94798|-0.93172|-0.98093|-0.97932|-0.96581|-0.95325|-0.98773|-0.98615
"45"|8|"STANDING"|0.27962|-0.014811|-0.10611|-0.98882|-0.93848|-0.92607|0.95767|-0.09046|-0.097939|-0.98769|-0.9589|-0.91829|0.075374|0.0081495|0.0032215|-0.9892|-0.97644|-0.98261|-0.021967|-0.028012|0.063689|-0.97299|-0.96942|-0.97412|-0.097758|-0.048519|-0.047848|-0.98157|-0.98551|-0.98927|-0.95376|-0.93719|-0.95376|-0.93719|-0.98492|-0.97993|-0.95285|-0.95322|-0.98758|-0.98246|-0.98822|-0.95005|-0.95036|-0.98918|-0.93623|-0.91974|-0.98903|-0.97618|-0.97948|-0.99041|-0.97858|-0.98447|-0.96968|-0.9726|-0.97551|-0.9742|-0.96806|-0.97598|-0.95375|-0.93863|-0.97975|-0.97914|-0.96456|-0.95412|-0.98371|-0.98183
"46"|8|"WALKING"|0.27469|-0.018663|-0.10725|-0.17361|0.38078|-0.14209|0.91359|-0.2171|-0.18627|-0.97475|-0.95678|-0.95664|0.070339|-0.0060395|-0.0006738|-0.25869|0.23399|-0.3832|0.023509|-0.095792|0.050966|-0.19921|-0.212|-0.075445|-0.13589|-0.031488|-0.052268|-0.24608|-0.42806|-0.38845|0.051679|-0.18041|0.051679|-0.18041|-0.066832|-0.18457|-0.0031024|-0.23875|-0.33913|-0.50296|-0.24739|0.31698|-0.23863|-0.14839|0.32484|-0.15844|-0.3112|0.079683|-0.36156|-0.27145|0.31588|-0.40448|-0.10206|-0.25973|-0.1329|-0.23425|-0.19081|-0.14297|-0.095217|-0.36082|-0.12383|-0.27644|-0.30124|-0.32746|-0.47303|-0.58124
"47"|8|"WALKING_DOWNSTAIRS"|0.28348|-0.021106|-0.1076|0.024139|0.34383|0.13372|0.91402|-0.18761|-0.14182|-0.94577|-0.94158|-0.89719|0.11894|-0.038019|-0.039436|0.25014|0.28814|-0.013514|-0.12119|-0.050076|0.11414|-0.25843|0.024313|-0.12957|-0.034928|-0.053497|-0.08679|-0.26789|-0.070453|-0.1896|0.1766|0.13134|0.1766|0.13134|0.26263|0.25341|0.099343|-0.046629|-0.12619|-0.15748|0.13659|0.38841|0.15959|-0.026046|0.23218|0.021491|0.21484|0.22064|0.05861|0.17266|0.27394|-0.084667|-0.13074|0.11609|0.02775|-0.30274|-0.046136|-0.26825|0.30163|-0.15614|0.33153|0.13473|-0.00036273|-0.25559|-0.12518|-0.26298
"48"|8|"WALKING_UPSTAIRS"|0.25888|-0.028242|-0.11512|-0.17171|0.34877|0.12119|0.86037|-0.29134|-0.19231|-0.92667|-0.93103|-0.87617|0.081382|0.014121|-0.067458|-0.18662|-0.01235|-0.44752|0.1927|-0.20421|-0.072455|-0.36743|-0.066698|0.33753|-0.15545|-0.02792|-0.053409|-0.40507|-0.42468|-0.43037|0.12103|-0.2272|0.12103|-0.2272|-0.14149|-0.2283|0.16645|-0.10933|-0.40066|-0.49398|-0.16641|0.26343|-0.07295|-0.17528|0.3054|0.13377|-0.20028|-0.025795|-0.38666|-0.24734|-0.070082|-0.50825|-0.24026|-0.11316|0.16597|-0.40996|-0.04788|0.2632|-0.13026|-0.40928|-0.13185|-0.37927|-0.22961|-0.18333|-0.46327|-0.57573
"49"|9|"LAYING"|0.2592|-0.020527|-0.10755|-0.94233|-0.91629|-0.94071|-0.58025|-0.11915|0.95787|-0.92182|-0.96999|-0.9712|0.088073|0.011562|-0.0070537|-0.96474|-0.964|-0.95856|-0.013632|-0.1589|0.10128|-0.94225|-0.92662|-0.9616|-0.10385|-0.027552|-0.056949|-0.94533|-0.96217|-0.97708|-0.93087|-0.91513|-0.93087|-0.91513|-0.96337|-0.95503|-0.90713|-0.89856|-0.96452|-0.9528|-0.94687|-0.93437|-0.94592|-0.94098|-0.91284|-0.94197|-0.9643|-0.96408|-0.95591|-0.9686|-0.96663|-0.95971|-0.9303|-0.93458|-0.95982|-0.94639|-0.92313|-0.96569|-0.9266|-0.92193|-0.95432|-0.95509|-0.91861|-0.9034|-0.95581|-0.95229
"50"|9|"SITTING"|0.24833|-0.027017|-0.075378|-0.95723|-0.87514|-0.832|0.91632|-0.041426|0.085263|-0.95528|-0.94645|-0.88585|0.077005|0.0098174|-0.0086747|-0.96454|-0.95678|-0.96189|-0.042329|-0.041427|0.080792|-0.95902|-0.91919|-0.93018|-0.093071|-0.046663|-0.052841|-0.96453|-0.97193|-0.96874|-0.89336|-0.86376|-0.89336|-0.86376|-0.96438|-0.95178|-0.90324|-0.90661|-0.97336|-0.96636|-0.95941|-0.91168|-0.8922|-0.9569|-0.86761|-0.818|-0.9656|-0.95801|-0.95753|-0.96666|-0.95852|-0.96494|-0.95032|-0.93969|-0.94031|-0.96184|-0.91058|-0.93419|-0.89772|-0.86917|-0.95305|-0.94939|-0.93444|-0.90647|-0.96832|-0.966
"51"|9|"STANDING"|0.28231|-0.020045|-0.095275|-0.97574|-0.93864|-0.9193|0.96132|-0.010384|0.0091477|-0.9891|-0.97257|-0.93225|0.076003|0.01307|-0.0047008|-0.96997|-0.96385|-0.97058|-0.029183|-0.06081|0.099241|-0.92199|-0.94605|-0.93989|-0.095898|-0.04192|-0.057574|-0.94911|-0.97504|-0.96973|-0.94517|-0.93611|-0.94517|-0.93611|-0.96952|-0.96376|-0.92103|-0.90829|-0.96982|-0.96529|-0.97166|-0.94485|-0.94169|-0.97758|-0.93879|-0.9139|-0.97131|-0.96262|-0.96713|-0.97128|-0.96823|-0.97259|-0.91697|-0.95451|-0.94151|-0.92474|-0.94195|-0.94494|-0.94633|-0.94027|-0.96324|-0.96359|-0.92977|-0.91091|-0.96749|-0.96477
"52"|9|"WALKING"|0.2785|-0.018089|-0.11082|-0.23835|-0.2017|-0.057964|0.95187|-0.031434|-0.11586|-0.98097|-0.97124|-0.95552|0.070436|0.021226|0.0041476|-0.20673|-0.27693|-0.40976|-0.080836|-0.06256|0.11163|-0.47616|-0.46705|-0.26568|-0.08092|-0.035628|-0.063341|-0.52699|-0.5492|-0.45788|-0.098084|-0.37943|-0.098084|-0.37943|-0.20373|-0.31711|-0.29454|-0.48973|-0.51025|-0.59987|-0.29471|-0.25768|-0.25081|-0.21802|-0.22397|-0.033797|-0.31427|-0.36771|-0.39954|-0.17023|-0.22838|-0.4191|-0.38368|-0.43691|-0.24022|-0.5074|-0.49099|-0.34237|-0.3188|-0.51389|-0.31687|-0.32234|-0.5138|-0.56271|-0.60258|-0.62435
"53"|9|"WALKING_DOWNSTAIRS"|0.29592|-0.020399|-0.091028|0.21339|-0.20831|-0.0077153|0.93842|-0.03523|-0.082276|-0.95214|-0.93631|-0.87664|0.13019|-0.020687|0.0026257|0.017623|-0.30944|-0.35951|-0.091638|-0.07126|0.1168|-0.39643|-0.34077|-0.27969|-0.094591|-0.059761|-0.067808|-0.50967|-0.4486|-0.41724|0.14589|0.26512|0.14589|0.26512|-0.16238|0.039908|-0.16892|-0.32233|-0.46903|-0.45586|0.10313|-0.18312|-0.10371|0.25049|-0.27356|-0.034949|-0.064535|-0.31364|-0.29368|0.0093822|-0.35598|-0.42538|-0.32504|-0.31251|-0.25069|-0.42356|-0.36428|-0.35656|0.2222|0.088867|0.0071688|0.070553|-0.34754|-0.42417|-0.46317|-0.48516
"54"|9|"WALKING_UPSTAIRS"|0.26244|-0.01951|-0.12522|-0.36144|-0.30221|-0.25343|0.90265|-0.037795|-0.26601|-0.95438|-0.90132|-0.89407|0.069227|0.0012661|0.0076605|-0.33529|-0.58615|-0.6473|-0.16397|-0.041259|0.14569|-0.34398|-0.40086|-0.13818|-0.068469|-0.03028|-0.023633|-0.66042|-0.7086|-0.65711|-0.26073|-0.40022|-0.26073|-0.40022|-0.44067|-0.44549|-0.083323|-0.42584|-0.67284|-0.74865|-0.34274|-0.40502|-0.38471|-0.36982|-0.29764|-0.24408|-0.40204|-0.6085|-0.61513|-0.32742|-0.59011|-0.67783|-0.31394|-0.49916|-0.3277|-0.36163|-0.35203|-0.16555|-0.37289|-0.50993|-0.41953|-0.48494|-0.53148|-0.45684|-0.73416|-0.78778
